,latitude,longitude
134306,36.865218,70.835138
134326,34.346722,62.197315
134327,31.578184,65.411654
134332,33.319632,68.458987
134333,35.921051,64.774544
134334,32.37001,62.128456
134335,36.987193,69.185754
134356,34.516895,69.147011
134357,34.516895,69.147011
134394,32.503195,67.415893
134399,33.821951,69.941614
134401,33.421667,68.385
134402,33.519455,68.627518
134403,34.346722,62.197315
134404,32.96851,68.809753
134445,36.694511,68.801575
134446,33.696961,63.093746
134447,34.9618,63.620739
134451,31.619314,65.050156
134453,31.623036,65.054169
134455,35.914894,68.547073
134499,34.436096,62.207918
134500,36.512218,68.875984
134501,33.696641,63.092771
134507,31.80262,66.324715
134543,31.612662,65.702065
134554,34.940983,69.257973
134569,32.358206,64.52096
134570,37.181767,68.911301
134571,32.495138,62.057602
134621,31.631083,65.742226
134632,31.631083,65.742226
134633,32.945128,69.174213
134686,34.516895,69.147011
134687,34.654254,61.198803
134693,34.51495,65.285708
134694,36.75506,66.897537
134695,35.718157,71.316641
134696,34.680127,70.218927
134697,34.788105,70.478894
134741,33.598633,69.228996
134752,34.967379,71.270315
134753,35.921051,64.774544
134754,34.728333,71.017222
134779,31.601524,65.551823
134780,34.417122,70.449593
134781,33.802644,69.834356
134789,34.454457,70.485552
134790,34.824599,70.359182
134791,34.838271,70.385347
134792,36.705776,68.87706
134793,34.346722,62.197315
134794,37.066235,69.42276
134805,33.306352,62.156946
134807,36.66474,66.014383
134808,32.074142,64.843322
134809,36.70993,67.1157
134814,35.297834,71.53827
134816,32.927494,65.627977
134896,34.94025,69.254974
134958,31.764708,64.622551
134959,30.243821,66.046353
134989,32.941339,69.17551
134990,34.516895,69.147011
134991,33.333056,69.916944
134992,31.631083,65.742226
135004,35.691831,64.295753
135006,35.320678,64.810495
135008,34.453481,70.484395
135071,36.958971,69.147324
135072,34.232266,62.219323
135074,34.920411,70.763757
135097,36.705776,68.87706
135111,35.95,68.7
135112,34.516895,69.147011
135113,33.706199,69.383108
135142,31.517771,64.114227
135143,31.517771,64.114227
135184,34.674866,70.21344
135186,31.631083,65.742226
135188,32.37001,62.128456
135223,33.549164,69.727051
135225,36.70993,67.1157
135226,34.474128,68.639484
135228,35.69206,64.295739
135229,35.69206,64.295739
135275,30.134523,62.262663
135280,34.981057,69.621456
135282,30.243821,66.046353
135283,36.709167,71.573889
135285,36.274798,68.802483
135286,34.369575,63.176032
135287,34.591139,68.95694
135311,31.229915,62.40743
135322,31.60063,64.369652
135323,35.687416,64.293102
135327,32.920833,65.473889
135329,35.687416,64.293102
135333,31.60063,64.369652
135336,31.363647,63.958611
135381,34.516895,69.147011
135382,34.516895,69.147011
135391,36.866667,70.834444
135426,36.705776,68.87706
135427,34.693975,70.917842
135428,34.816667,70.35
135434,33.492154,68.589037
135435,31.662674,63.014758
135480,34.346722,62.197315
135481,37.065833,69.421111
135482,31.393889,65.836667
135483,34.229213,70.193208
135497,36.70993,67.1157
135501,32.626454,65.873015
135521,31.393549,65.835953
135542,34.521317,65.249245
135545,34.214708,69.098446
135547,35.002193,71.406188
135550,35.631667,65.279722
135554,36.733224,68.86721
135555,31.640278,65.3975
135556,30.094363,65.285708
135597,31.517771,64.114227
135600,33.572222,62.381944
135601,34.370945,62.330115
135602,34.516895,69.147011
135607,35.608643,68.685597
135658,31.00403,66.391587
135762,31.567253,65.72559
135768,34.292883,69.809734
135770,32.916718,66.83317
135806,32.61797,65.872375
135809,31.60063,64.369652
135810,32.918575,66.833758
135812,32.937222,68.646111
135843,34.214278,69.099612
135844,35.673401,71.343098
135885,34.283562,69.883565
135928,33.580833,64.995278
135929,32.623739,65.456432
135930,34.816667,70.35
135932,36.001401,65.362999
135970,34.229213,70.193208
135971,34.275942,70.359314
135972,32.629444,62.489444
135981,34.927108,71.089311
135982,34.516895,69.147011
135995,34.28688,70.373138
135996,34.277222,70.375
135997,34.143333,70.243611
135999,34.276094,70.360248
136000,34.276094,70.360248
136019,34.367672,69.204312
136020,34.417122,70.449593
136021,33.305953,62.15684
136026,34.19829,62.221617
136027,34.007712,68.714007
136028,34.653819,61.201525
136050,34.808333,63.43
136070,34.541625,69.034347
136071,33.706199,69.383108
136072,35.325022,70.907124
136073,31.803333,66.323611
136098,31.820833,64.57
136127,32.666667,66.0
136128,32.403056,64.469444
136129,32.61797,65.872375
136148,33.435888,69.031454
136188,33.243261,65.463421
136193,34.099578,64.905955
136199,32.073184,64.833596
136200,34.516895,69.147011
136201,32.073184,64.833596
136236,36.866667,70.834444
136237,35.673406,71.343089
136242,32.106111,66.906944
136243,32.503195,67.415893
136254,34.516895,69.147011
136255,34.516895,69.147011
136256,34.516895,69.147011
136257,36.098459,64.864461
136259,36.845324,65.075012
136260,32.623739,65.456432
136282,34.855435,69.649308
136290,34.516895,69.147011
136296,35.631667,65.279722
136297,32.82,67.769167
136298,36.23828,64.864445
136299,37.083333,69.216667
136300,35.615278,68.659444
136313,32.073283,64.833361
136314,32.252256,63.853016
136315,31.60063,64.369652
136331,33.326099,68.416649
136332,33.305833,68.446944
136334,32.740789,67.624498
136335,36.911389,66.185833
136336,35.225369,71.528625
136339,36.866667,70.834444
136341,35.105509,65.100215
136342,34.275942,70.359314
136343,37.069618,69.420952
136348,34.879167,69.672778
136352,33.474722,68.653333
136353,32.927129,66.141526
136354,32.927129,66.141526
136355,36.733333,68.866667
136369,33.526667,68.119722
136370,33.675278,68.421667
136375,36.694511,68.801575
136377,32.61797,65.872375
136378,32.846406,66.049861
136391,32.100204,66.901016
136392,36.725109,68.787903
136393,36.694511,68.801575
136394,36.731944,68.706111
136395,36.752644,68.754951
136396,34.395556,68.866111
136405,33.55,68.416667
136421,34.123335,69.062815
136424,30.550198,63.78606
136445,37.000833,65.223889
136446,36.896969,65.665857
136480,34.613056,69.898333
136486,33.773611,69.339722
136493,32.270435,65.049315
136496,35.821111,64.765
136510,31.640278,65.3975
136511,34.33373,62.21042
136517,31.60063,64.369652
136536,33.645556,62.269444
136539,34.417122,70.449593
136547,34.516895,69.147011
136548,35.233611,71.330556
136558,35.225369,71.528625
136591,32.15,67.533333
136592,35.8464,64.5333
136593,33.889444,68.630556
136594,34.816667,67.816667
136606,34.173333,69.645556
136611,31.816698,64.549747
136632,31.631083,65.742226
136647,33.19371,68.101627
136650,35.921389,64.783611
136653,36.896969,65.665857
136664,33.96924,68.944634
136665,33.796944,68.934585
136697,35.213611,70.373333
136700,34.782778,70.109167
136701,33.335258,69.928467
136703,34.341944,62.203056
136714,34.007712,68.714007
136715,34.216354,68.295174
136737,36.694511,68.801575
136744,32.9225,65.623056
136749,33.305833,68.446944
136750,34.516895,69.147011
136751,34.331825,62.239446
136756,32.480918,62.028239
136757,32.9225,65.623056
136758,33.796944,68.934585
136759,31.516389,65.171667
136765,36.842222,66.274444
136776,31.816636,64.549892
136777,34.516895,69.147011
136792,34.417122,70.449593
136799,34.346722,62.197315
136800,31.60063,64.369652
136801,36.574089,69.863373
136804,36.934167,66.113889
136817,34.216259,69.099941
136830,34.99,70.912778
136879,34.85,63.643056
136880,31.60063,64.369652
136917,37.416667,70.683333
136931,33.542622,68.415329
136953,37.067616,69.425956
136967,34.417122,70.449593
136968,32.100204,66.901016
136969,34.516895,69.147011
136976,37.027822,69.240214
136977,34.212222,62.212222
136985,36.9925,66.296389
136986,33.542622,68.415329
137041,32.625149,62.479768
137043,34.344722,61.493056
137044,31.60063,64.369652
137047,35.804295,69.287754
137048,32.441944,62.0625
137049,36.896969,65.665857
137050,37.065833,69.421111
137074,32.376765,62.121344
137081,33.474722,68.653333
137082,34.453732,70.484811
137083,33.598633,69.228996
137084,32.475288,62.202118
137085,36.064132,69.101142
137086,33.580833,64.995278
137087,33.379089,65.016518
137107,34.516895,69.147011
137144,32.376765,62.121344
137153,34.369505,63.176652
137170,34.417122,70.449593
137171,34.171831,70.621679
137178,34.021194,68.999535
137182,32.489167,62.065
137183,32.781788,66.546089
137184,32.927129,66.141526
137186,31.132511,64.212898
137214,34.171831,70.621679
137215,31.363647,63.958611
137216,30.550198,63.78606
137218,36.665,65.752
137248,34.346722,62.197315
137251,34.413996,63.760582
137254,32.350164,64.770284
137255,32.454774,62.383139
137256,32.454774,62.383139
137258,33.307049,62.136421
137271,36.70993,67.1157
137272,33.825784,63.38513
137273,36.705776,68.87706
137277,35.730556,63.7825
137278,36.194736,65.424771
137289,34.195353,70.799636
137291,35.938474,68.907045
137299,32.241694,62.947807
137318,33.841389,68.614444
137324,32.619932,63.672104
137325,32.631794,65.461186
137332,32.272189,61.869935
137333,34.861435,69.654827
137334,32.236456,65.90992
137335,33.318998,62.184034
137344,33.542622,68.415329
137345,31.623036,65.054246
137346,34.634167,70.859873
137348,33.54989,68.416974
137354,31.631083,65.742226
137369,35.594162,64.765355
137370,36.911389,66.185833
137380,33.542622,68.415329
137381,33.542622,68.415329
137384,35.598206,64.763659
137385,35.847119,65.23884
137406,33.912936,68.677933
137411,36.989176,70.90635
137416,32.50368,67.475491
137427,33.967641,68.948385
137428,33.967641,68.948385
137429,33.967641,68.948385
137430,34.816667,70.35
137433,34.341872,62.202968
137440,36.760396,71.205432
137441,36.989176,70.90635
137443,33.96784,68.947216
137469,33.542622,68.415329
137471,33.594897,69.216245
137477,31.461601,66.52265
137484,34.338238,63.748432
137485,36.674671,65.748405
137486,34.226944,70.146667
137500,35.204723,63.061857
137501,36.667167,68.693179
137528,34.501632,62.657041
137531,34.09263,70.469224
137532,32.853333,68.449722
137533,34.920175,70.764424
137537,34.622292,69.894175
137553,32.876213,67.784338
137554,34.630493,69.888713
137560,34.841728,70.980452
137579,34.872827,71.218253
137580,34.872827,71.218253
137581,35.868333,64.554167
137591,34.888875,71.243413
137592,34.888875,71.243413
137593,34.888875,71.243413
137594,34.888875,71.243413
137595,34.888875,71.243413
137596,34.888875,71.243413
137599,36.705776,68.87706
137600,32.927129,66.141526
137628,36.760396,71.205432
137641,34.945384,69.252717
137702,33.666285,69.786029
137703,34.975411,70.908371
137706,33.33303,69.917002
137707,32.767164,62.649985
137720,34.10751,64.305726
137721,34.091829,68.506744
137722,33.688122,69.526124
137743,34.920175,70.764424
137752,34.516895,69.147011
137755,31.467463,64.092445
137756,32.071244,64.837879
137776,33.193665,68.102002
137777,33.542622,68.415329
137783,34.341872,62.202968
137786,35.225369,71.528625
137798,34.264456,69.997179
137799,36.171903,68.752447
137800,31.60063,64.369652
137832,34.516895,69.147011
137833,34.128723,71.085815
137835,34.340772,63.7524
137836,32.353322,64.787004
137851,36.525714,65.08167
137856,32.953183,65.630961
137881,32.413913,64.497514
137938,33.770837,68.3697
137988,33.511876,68.980838
137994,31.631083,65.742226
137995,34.51343,70.052302
137996,35.846222,64.533431
137997,33.307049,62.136421
137998,34.945384,69.252717
138016,35.594162,64.765355
138017,35.847119,65.23884
138045,34.674866,70.21344
138046,34.021194,68.999535
138047,36.911389,66.185833
138052,33.54989,68.416974
138070,36.216076,69.142647
138091,36.705776,68.87706
138092,34.912636,62.165927
138113,33.542622,68.415329
138124,34.095826,70.983536
138137,33.513742,70.122655
138148,34.874482,62.172081
138152,33.12228,63.297406
138153,31.580196,67.024628
138154,34.226944,70.146667
138155,33.967641,68.948385
138174,34.910931,71.127398
138209,34.449227,68.162726
138223,34.986272,69.261058
138224,35.921051,64.774544
138225,36.705776,68.87706
138232,36.70993,67.1157
138233,31.60063,64.369652
138237,36.705776,68.87706
138238,33.54989,68.416974
138239,37.00979,69.184988
138240,36.178903,68.745306
138246,37.10783,70.567558
138250,34.34013,63.75288
138256,33.529032,67.218291
138257,33.529032,67.218291
138259,31.002735,66.405617
138260,35.921051,64.774544
138295,31.972643,67.375665
138296,33.529712,67.216262
138311,32.52475,66.749171
138314,33.44752,69.06718
138325,34.910931,71.127398
138341,34.463333,68.716944
138342,32.474057,62.055319
138343,36.806295,70.104248
138366,31.631083,65.742226
138401,34.516895,69.147011
138402,35.8672,68.609605
138403,36.828743,69.401747
138405,36.705776,68.87706
138406,33.529712,67.216262
138414,34.111254,70.978915
138417,32.100204,66.901016
138439,31.363647,63.958611
138448,34.516895,69.147011
138449,33.448207,69.041974
138450,34.516895,69.147011
138451,36.705776,68.87706
138453,35.846222,64.533431
138454,35.947552,68.710327
138455,36.038333,65.3675
138478,33.606111,62.224167
138502,34.549298,69.262899
138503,37.065833,69.421111
138505,33.598633,69.228996
138507,32.100204,66.901016
138508,33.701455,69.387987
138518,31.623036,65.054246
138522,31.60063,64.369652
138547,34.516895,69.147011
138548,34.660214,69.240073
138551,34.531618,69.180059
138552,33.596167,69.643977
138553,36.705776,68.87706
138557,34.037983,69.021027
138558,31.678215,64.899818
138579,32.729225,67.635979
138586,35.858701,64.738099
138587,31.608844,65.052291
138592,34.516895,69.147011
138625,33.549817,68.416711
138626,36.820141,68.682091
138628,34.516895,69.147011
138649,35.947552,68.710327
138697,32.503195,67.415893
138717,34.485112,70.193208
138774,36.705776,68.87706
138776,31.542267,65.369281
138777,30.243821,66.046353
138806,31.542267,65.369281
138807,33.542622,68.415329
138812,36.099845,66.207712
138826,31.60063,64.369652
138827,36.728473,68.863322
138854,34.516895,69.147011
138895,35.966667,66.7025
138918,34.942275,69.261573
138922,33.335258,69.928467
138923,32.847483,66.05065
138924,31.516754,64.11309
138940,32.623739,65.456432
138962,31.60063,64.369652
138996,33.269223,68.576238
138997,33.269223,68.576238
138998,34.2,70.283333
139002,36.098459,64.864461
139012,35.325022,70.907124
139013,36.732893,68.878524
139014,36.705776,68.87706
139027,36.70993,67.1157
139028,32.270877,65.056422
139041,34.007712,68.714007
139050,34.007712,68.714007
139051,37.188163,68.905252
139052,33.063611,68.344444
139054,33.328648,68.514317
139055,33.413889,68.2075
139057,32.871304,66.372948
139058,34.099577,64.905955
139059,36.217822,65.933882
139060,32.264539,68.524715
139068,34.655521,61.21017
139069,33.305853,62.156453
139080,34.844117,69.154191
139081,36.217655,65.933037
139082,34.516895,69.147011
139083,34.185207,70.835779
139085,34.783249,70.107997
139086,34.979906,70.910511
139087,36.705776,68.87706
139088,31.640012,64.24
139089,31.363647,63.958611
139095,34.780288,71.109676
139098,33.429015,66.212918
139101,34.516895,69.147011
139110,33.967929,68.949888
139120,34.516895,69.147011
139121,31.643286,64.240104
139150,32.100204,66.901016
139152,35.622415,65.263396
139154,32.07311,64.834152
139251,32.37001,62.128456
139252,35.938531,68.71709
139306,31.717093,64.454145
139307,31.816665,64.549994
139311,33.335258,69.928467
139312,36.705776,68.87706
139313,34.417122,70.449593
139356,33.8148,68.949419
139357,33.429015,66.212918
139358,34.099577,64.905955
139359,34.099577,64.905955
139360,33.815511,68.951551
139361,34.653915,61.201502
139367,34.521317,65.249245
139373,34.717778,70.886389
139376,33.67231,69.785437
139407,34.516895,69.147011
139408,34.516895,69.147011
139471,31.587415,64.373355
139488,34.249878,62.549148
139491,33.34964,62.333717
139511,37.106111,69.165278
139518,33.429015,66.212918
139526,32.579722,62.754722
139527,32.376614,62.121382
139543,33.542622,68.415329
139544,36.705776,68.87706
139569,31.647876,67.177831
139572,32.115556,65.218889
139573,32.032535,65.135364
139574,32.033333,65.133889
139576,32.628919,62.47395
139580,32.480918,62.028239
139581,32.491389,62.256111
139582,34.516895,69.147011
139584,32.018745,65.913261
139585,34.354238,70.95468
139593,31.533112,65.186255
139594,31.630077,65.061926
139615,33.1782,68.752533
139616,36.098459,64.864461
139617,35.598206,64.763659
139628,34.516895,69.147011
139629,36.800771,71.167773
139630,34.362271,68.842057
139654,35.947552,68.710327
139683,36.705776,68.87706
139691,33.566561,69.878354
139696,34.417122,70.449593
139721,34.346722,62.197315
139741,34.229213,70.193208
139765,34.28334,70.746224
139769,34.346722,62.197315
139771,34.516895,69.147011
139793,31.623036,65.054246
139794,31.623036,65.054246
139797,35.921169,64.78466
139798,35.816667,64.555278
139835,34.942275,69.261573
139843,34.652968,70.194259
139849,35.153309,61.73922
139873,34.171322,69.635658
139879,31.631083,65.742226
139880,35.947552,68.710327
139881,35.947552,68.710327
139887,34.886044,70.110825
139888,34.704444,70.239444
139890,33.967222,68.949167
139917,31.631083,65.742226
139919,34.396252,64.51688
139925,31.825871,64.576431
139926,34.126662,70.80987
139974,33.598633,69.228996
139977,36.098459,64.864461
140035,33.304938,62.157031
140074,37.141667,69.804444
140087,33.504722,69.14
140094,34.2,70.278056
140100,31.62673,65.54261
140132,31.639963,64.240219
140149,33.197778,68.107778
140152,32.503072,67.415886
140162,31.625,64.505278
140188,34.070644,68.4759
140197,34.516895,69.147011
140198,34.516895,69.147011
140224,34.014552,69.192392
140252,34.417122,70.449593
140253,34.021194,68.999535
140254,34.516895,69.147011
140272,34.821667,71.112778
140285,34.417122,70.449593
140286,34.417122,70.449593
140305,31.631083,65.742226
140374,33.304938,62.157031
140377,36.016389,70.676667
140400,34.417122,70.449593
140401,34.417122,70.449593
140407,33.304938,62.157031
140408,36.679722,69.061944
140409,31.007681,66.398319
140411,31.631083,65.742226
140423,34.956583,70.754129
140424,31.979603,67.05043
140448,34.263149,70.78821
140456,34.94025,69.254974
140463,36.879948,68.726972
140466,34.516895,69.147011
140470,34.927108,71.089311
140480,34.346722,62.197315
140481,32.491389,62.256111
140491,35.304444,71.547222
140493,35.304444,71.547222
140494,35.304444,71.547222
140496,34.516895,69.147011
140506,34.516895,69.147011
140534,33.435888,69.031454
140535,32.983333,67.966667
140553,36.881667,70.276667
140562,32.625149,62.479768
140563,34.890556,71.181111
140566,32.073333,64.833889
140567,31.630932,64.258698
140570,32.491389,62.256111
140576,32.518263,62.317525
140581,34.516895,69.147011
140582,33.335258,69.928467
140583,36.332451,68.763192
140585,36.64061,68.559304
140605,31.60063,64.369652
140606,32.100204,66.901016
140607,36.56527,69.705836
140608,32.073333,64.833889
140609,34.855085,63.486204
140613,37.065833,69.421111
140628,34.693929,70.771731
140636,34.516895,69.147011
140648,33.969167,68.944722
140649,31.972643,67.375665
140654,32.391569,64.474102
140659,32.806121,67.773521
140684,34.875656,71.152008
140697,33.413889,68.2075
140719,36.332451,68.763192
140744,36.098459,64.864461
140747,35.409873,71.338644
140748,35.409873,71.338644
140749,35.409873,71.338644
140750,32.351697,64.790688
140751,32.073314,64.833867
140753,34.417122,70.449593
140760,33.307049,62.136421
140773,32.937172,68.647247
140774,32.351697,64.790688
140780,34.308429,62.29855
140781,33.335258,69.928467
140812,34.516895,69.147011
140813,36.956162,69.171327
140816,33.678611,68.666667
140817,33.598633,69.228996
140835,31.60063,64.369652
140837,36.552496,64.913568
140853,34.425556,69.126111
140854,34.516895,69.147011
140869,34.214801,69.098513
140875,34.846275,69.216233
140887,34.516895,69.147011
140890,36.956162,69.171327
140906,32.969799,65.670751
140914,34.863639,63.642794
140916,36.669801,69.478454
140927,34.516895,69.147011
140928,34.516895,69.147011
140937,31.859575,64.200998
140975,34.229213,70.193208
140976,36.70993,67.1157
140993,32.391569,64.474102
141002,32.074078,66.141526
141017,32.073314,64.833867
141018,34.516895,69.147011
141022,33.390525,68.3896
141032,33.335258,69.928467
141033,34.2148,69.098513
141042,36.787183,66.153244
141064,36.286673,64.872181
141071,32.34971,67.374249
141098,36.211122,69.1684
141109,32.61797,65.872375
141110,32.62929,65.46785
141111,32.779173,66.491765
141112,32.779173,66.491765
141116,31.007884,66.397578
141117,35.411504,63.390869
141145,34.021194,68.999535
141162,34.021194,68.999535
141183,35.9711,65.383436
141246,32.111944,61.389167
141258,35.947552,68.710327
141263,36.926913,66.250196
141274,35.128708,71.377716
141282,33.335258,69.928467
141283,35.947552,68.710327
141292,34.115677,70.463646
141293,34.93781,69.263827
141296,31.631083,65.742226
141297,34.417122,70.449593
141298,34.446709,70.498321
141323,36.48864,66.64071
141324,31.467463,64.092445
141325,32.61797,65.872375
141336,31.631083,65.742226
141337,34.014552,69.192392
141339,34.346722,62.197315
141358,32.642253,65.939419
141359,33.23565,70.026495
141362,31.64,64.24
141366,33.30563,62.156597
141367,33.335258,69.928467
141418,33.30563,62.156597
141419,33.30563,62.156597
141420,33.317511,62.157069
141421,33.305969,62.156044
141428,31.619403,65.054082
141429,34.93987,69.259349
141444,32.205992,62.845006
141445,31.631083,65.742226
141446,33.665374,69.788415
141452,34.516895,69.147011
141453,34.516895,69.147011
141478,33.193628,68.102046
141491,34.93987,69.259349
141522,34.516895,69.147011
141523,34.516895,69.147011
141529,34.516895,69.147011
141541,33.946718,68.963646
141542,37.181767,68.911301
141543,36.902748,68.625397
141553,35.002193,71.406188
141554,34.276531,70.359371
141561,34.426939,62.047141
141562,34.453083,70.487822
141576,36.238528,64.868455
141578,33.368097,68.97013
141587,34.485112,70.193208
141588,35.809092,68.549566
141603,34.501258,69.343397
141606,34.689769,70.14558
141607,36.854924,68.732866
141608,32.191878,67.189449
141609,32.264539,68.524715
141623,30.74371,64.603943
141624,34.516895,69.147011
141625,35.002193,71.406188
141641,34.177834,70.215474
141642,31.619403,65.054082
141646,36.705776,68.87706
141654,31.60063,64.369652
141655,31.60063,64.369652
141656,34.417122,70.449593
141657,34.417122,70.449593
141665,34.875656,71.152008
141678,33.639129,70.111049
141685,34.516895,69.147011
141686,34.855556,69.649444
141699,35.947552,68.710327
141700,35.947552,68.710327
141716,34.516895,69.147011
141730,32.93022,66.225483
141731,36.674671,65.748405
141736,35.003878,70.016021
141744,37.183177,68.918137
141745,35.225369,71.528625
141784,32.623739,65.456432
141785,37.207081,70.832742
141786,31.817678,64.55125
141787,34.287764,70.756118
141796,33.335258,69.928467
141803,36.303825,65.482079
141804,36.845131,65.074946
141805,34.417122,70.449593
141825,34.875656,71.152008
141826,34.417122,70.449593
141827,34.783249,70.107997
141832,35.608611,68.685833
141848,36.23828,64.864445
141862,36.705776,68.87706
141913,34.23412,70.190022
141918,36.705776,68.87706
141948,34.021194,68.999535
141950,35.810792,68.568343
141955,32.625351,65.656169
141956,34.294722,63.0625
141958,32.073259,64.833276
141959,33.037691,66.704221
141981,34.51142,70.173695
141987,36.705776,68.87706
141991,31.603178,65.635764
141992,33.55,68.416667
141993,34.816667,70.35
142009,35.000784,71.411951
142011,35.131283,63.472504
142018,31.640401,64.239347
142019,34.788105,70.478894
142038,34.93987,69.259349
142039,34.35,68.716667
142044,33.542622,68.415329
142054,33.037691,66.704221
142067,34.516895,69.147011
142068,32.073259,64.833276
142070,36.75765,66.901612
142071,33.598633,69.228996
142072,34.194716,70.798306
142073,36.705776,68.87706
142075,34.201228,62.223649
142077,33.55,68.416667
142078,32.927129,66.141526
142079,36.898962,66.088762
142080,32.401879,64.4852
142081,35.763298,64.43701
142082,34.788105,70.478894
142083,31.61215,65.700018
142084,31.619403,65.054082
142095,33.193702,68.101695
142131,32.073259,64.833276
142132,34.963098,68.810885
142140,31.246279,62.336189
142142,36.892028,66.098374
142143,32.704739,67.695944
142144,34.370945,62.330115
142145,34.783249,70.107997
142163,32.626487,65.450773
142165,34.007712,68.714007
142168,32.903333,67.649722
142204,33.242176,69.828067
142205,32.945265,69.174729
142206,34.289704,70.770203
142207,34.418031,70.305702
142208,32.61797,65.872375
142209,33.542622,68.415329
142226,36.896969,65.665857
142229,35.228948,71.341065
142249,35.029167,69.363056
142255,34.417122,70.449593
142272,32.453788,62.031136
142281,31.997362,63.29867
142282,36.728591,68.868066
142283,37.184444,68.914444
142289,32.613889,65.81
142302,31.60063,64.369652
142307,37.110345,68.849843
142312,34.942699,69.262517
142315,34.417122,70.449593
142316,33.242222,69.828056
142332,34.346722,62.197315
142333,33.914076,68.656837
142337,34.346722,62.197315
142349,33.542622,68.415329
142350,35.221192,71.049777
142351,35.190189,70.993524
142381,33.962224,68.924973
142382,34.346722,62.197315
142394,33.065829,68.233333
142395,32.453788,62.031136
142396,31.631083,65.742226
142397,31.631083,65.742226
142398,31.631083,65.742226
142429,34.516895,69.147011
142430,32.100204,66.901016
142435,34.171831,70.621679
142436,35.008338,71.450864
142439,35.207547,66.271154
142446,33.371389,69.743333
142447,32.794568,62.757807
142450,34.2,70.278056
142460,32.437599,64.479408
142463,34.007712,68.714007
142481,33.033668,68.331167
142482,34.165001,68.790285
142483,34.165001,68.790285
142488,33.335258,69.928467
142492,34.417122,70.449593
142493,36.310452,68.833878
142505,33.305833,68.446944
142506,32.727268,67.635903
142507,32.61797,65.872375
142510,32.938449,66.638056
142511,32.397381,64.47316
142532,34.516895,69.147011
142554,32.684456,66.192955
142570,36.705776,68.87706
142580,33.305667,62.156307
142616,34.087162,69.094116
142630,32.260556,64.815
142660,34.927108,71.089311
142661,34.992297,71.419353
142662,35.967023,66.44203
142682,34.417122,70.449593
142683,33.1782,68.752533
142684,36.165382,66.090942
142685,33.598633,69.228996
142705,34.007712,68.714007
142707,34.521317,65.249245
142729,34.279105,62.218857
142730,34.9618,63.620739
142766,33.305667,62.156307
142767,32.176111,66.5125
142768,32.403056,64.469444
142769,31.60063,64.369652
142770,31.47771,64.289821
142771,35.777,66.29393
142772,33.335258,69.928467
142773,34.195751,70.786385
142815,34.516895,69.147011
142816,33.999937,69.019532
142856,32.727268,67.635903
142857,33.473889,69.07
142858,35.064722,69.291667
142859,35.814512,64.435513
142860,32.503195,67.415893
142861,31.12993,64.19502
142862,32.446622,62.144855
142904,32.61797,65.872375
142905,32.952896,65.535995
142908,31.908611,67.646111
142919,35.85759,64.507393
142921,33.367136,69.964306
142958,34.111782,68.522705
142975,32.073333,64.833889
142978,34.338022,63.367503
142979,36.430231,65.823153
142980,33.305667,62.156307
142981,33.69186,63.863831
142982,34.301389,70.323889
142984,35.746875,69.365561
142986,36.120026,66.055367
143009,36.21759,65.931873
143013,32.07265,64.833889
143014,32.07265,64.833889
143015,32.07265,64.833889
143028,34.338022,63.367503
143029,34.007712,68.714007
143032,31.503056,65.561944
143036,34.344722,61.493056
143066,31.825871,64.576431
143067,33.335258,69.928467
143068,31.631083,65.742226
143075,34.516895,69.147011
143081,34.301389,62.246389
143082,32.684715,68.238403
143095,34.171831,70.621679
143112,34.842222,70.100833
143144,33.335258,69.928467
143161,32.666111,67.755
143162,37.1175,69.136389
143163,33.542622,68.415329
143197,36.178903,68.745306
143221,31.623036,65.054246
143258,31.60063,64.369652
143268,34.367146,68.76429
143332,34.417122,70.449593
143334,31.60063,64.369652
143360,34.453672,70.499771
143381,34.516895,69.147011
143382,31.547778,65.454167
143389,37.0,68.416667
143444,34.516895,69.147011
143451,34.417122,70.449593
143454,32.244313,62.915545
143459,31.589827,64.337952
143492,37.184444,68.914444
143507,33.566561,69.878354
143511,36.079561,64.905955
143541,36.472222,70.331667
143542,34.155556,70.598611
143546,35.598206,64.763659
143547,35.598206,64.763659
143568,33.337301,68.454393
143573,31.631083,65.742226
143574,34.307267,62.324064
143575,34.115677,70.463646
143577,36.951635,65.126535
143615,34.674866,70.21344
143616,34.516895,69.147011
143617,34.007712,68.714007
143618,34.674866,70.21344
143619,34.417122,70.449593
143664,36.083457,67.432593
143668,31.90406,65.890564
143669,34.346722,62.197315
143725,36.079561,64.905955
143728,32.377133,65.075597
143732,34.22635,70.172056
143733,34.231285,70.157865
143734,36.919444,66.384722
143735,34.25696,62.857845
143736,35.480785,71.323781
143804,31.62284,65.054425
143805,34.186111,70.255
143818,37.182226,68.913098
143834,34.014117,69.257784
143835,34.347222,63.739444
143844,35.229757,71.529583
143896,31.60063,64.369652
143897,32.920833,65.473889
143898,34.346722,62.197315
143907,34.251594,70.715476
143934,36.196546,65.346325
143935,35.725412,63.789095
143936,35.690356,64.29343
143937,36.196865,65.349378
143938,36.198591,65.349432
143947,34.301389,62.246389
143960,32.446464,62.145413
143961,31.488758,64.051058
143984,36.769444,66.480833
143985,36.247525,64.874032
143990,34.346722,62.197315
143994,35.687365,64.293428
144039,35.21456,71.525381
144041,34.195751,70.786385
144042,32.255993,63.845058
144048,34.746013,62.604412
144058,34.796513,70.100908
144060,31.612835,65.70216
